review_date,product_name,category,source,author_name,rating,review_text
2023-07-18,Moisturising Sunscreen SPF50,Beauty,Flipkart,Sneha P.,4,Sturdy build quality and works perfectly.
2023-07-21,Moisturising Sunscreen SPF50,Beauty,Google Reviews,Tanya K.,5,Great quality for the price. Highly recommend!
2023-07-21,Mechanical Keyboard RGB,Electronics,Website,Tanya K.,4,"Packaging was nice, product works well."
2023-07-22,Stainless Steel Water Bottle 1L,Home & Living,App Store,Tanya K.,4,Good value for money. Happy with it.
2023-07-23,Running Sports Shoes,Fashion,App Store,Deepa M.,2,Would not recommend. Waste of money.
2023-07-23,Moisturising Sunscreen SPF50,Beauty,App Store,Ananya G.,2,Does not match the description at all.
2023-07-23,Casual Denim Jacket,Fashion,Flipkart,Rahul K.,4,Great quality for the price. Highly recommend!
2023-07-24,Running Sports Shoes,Fashion,Website,Sneha P.,5,Very satisfied with my purchase. Fast delivery too.
2023-07-25,Leather Wallet Slim,Fashion,Amazon,Karan V.,1,Broke after first use. Very fragile.
2023-07-26,Non-Stick Frying Pan 26cm,Home & Living,Amazon,Arjun M.,4,Good value for money. Happy with it.
2023-07-27,Cotton Round Neck T-Shirt,Fashion,Flipkart,Vikram T.,4,Great quality for the price. Highly recommend!
2023-07-27,Casual Denim Jacket,Fashion,Flipkart,Suresh B.,5,Very satisfied with my purchase. Fast delivery too.
2023-07-27,Portable Phone Charger 20000mAh,Electronics,Website,Deepa M.,5,Excellent product. Will buy again.
2023-07-27,Wireless Bluetooth Earbuds,Electronics,Amazon,Priya S.,5,Good value for money. Happy with it.
2023-07-28,Moisturising Sunscreen SPF50,Beauty,Amazon,Arjun M.,5,Great quality for the price. Highly recommend!
2023-07-28,Bamboo Cutting Board Set,Home & Living,Google Reviews,Deepa M.,4,Works like a charm. Very pleased.
2023-07-28,Non-Stick Frying Pan 26cm,Home & Living,Website,Meera J.,5,Highly recommend to everyone. Brilliant!
2023-07-30,Portable Phone Charger 20000mAh,Electronics,Google Reviews,Arjun M.,1,Broke after first use. Very fragile.
2023-07-30,Wireless Bluetooth Earbuds,Electronics,Google Reviews,Tanya K.,5,Works like a charm. Very pleased.
2023-07-30,Stainless Steel Water Bottle 1L,Home & Living,Flipkart,Suresh B.,4,Very satisfied with my purchase. Fast delivery too.
2023-07-30,Scented Soy Wax Candle,Home & Living,App Store,Nisha L.,2,Expected better. Returned the product.
2023-07-31,Slim Fit Chino Pants,Fashion,App Store,Meera J.,5,Great quality for the price. Highly recommend!
2023-08-01,Portable Phone Charger 20000mAh,Electronics,Google Reviews,Sneha P.,4,Minor issues but overall a great buy.
2023-08-01,Scented Soy Wax Candle,Home & Living,Google Reviews,Sneha P.,3,Decent product. Does what it says.
2023-08-01,Running Sports Shoes,Fashion,Flipkart,Ravi C.,2,Does not match the description at all.
2023-08-02,Casual Denim Jacket,Fashion,Flipkart,Ananya G.,5,Highly recommend to everyone. Brilliant!
2023-08-02,Bamboo Cutting Board Set,Home & Living,Website,Karan V.,4,Great quality for the price. Highly recommend!
2023-08-02,Slim Fit Chino Pants,Fashion,Website,Rohan D.,5,Absolutely love this product! Works exactly as described.
2023-08-03,USB-C Fast Charging Cable,Electronics,Amazon,Kavya N.,4,Sturdy build quality and works perfectly.
2023-08-03,Scented Soy Wax Candle,Home & Living,Amazon,Karan V.,5,Absolutely love this product! Works exactly as described.
2023-08-03,USB-C Fast Charging Cable,Electronics,Google Reviews,Vikram T.,4,Works like a charm. Very pleased.
2023-08-03,USB-C Fast Charging Cable,Electronics,Amazon,Ananya G.,4,Very satisfied with my purchase. Fast delivery too.
2023-08-05,Under Eye Cream Dark Circles,Beauty,Website,Deepa M.,3,Its okay. Will use it and see.
2023-08-05,Sunglasses UV400 Polarized,Fashion,Amazon,Aditya R.,5,Very satisfied with my purchase. Fast delivery too.
2023-08-05,Scented Soy Wax Candle,Home & Living,App Store,Pooja S.,5,Great quality for the price. Highly recommend!
2023-08-06,Scented Soy Wax Candle,Home & Living,Amazon,Kartik P.,3,Decent product. Does what it says.
2023-08-06,Scented Soy Wax Candle,Home & Living,Flipkart,Kartik P.,3,Expected a bit more for the price.
2023-08-06,Laptop Stand Adjustable,Electronics,Website,Suresh B.,3,Works as expected. No complaints.
2023-08-06,Non-Stick Frying Pan 26cm,Home & Living,Google Reviews,Arjun M.,3,Packaging was a bit damaged but product is fine.
2023-08-06,Smart LED Desk Lamp,Electronics,Website,Arjun M.,4,"Packaging was nice, product works well."
2023-08-07,Vitamin C Face Serum 30ml,Beauty,Flipkart,Aditya R.,2,Customer support was unhelpful.
2023-08-07,Collagen Face Sheet Mask Pack,Beauty,App Store,Deepa M.,1,Customer support was unhelpful.
2023-08-07,Slim Fit Chino Pants,Fashion,Flipkart,Sneha P.,5,Sturdy build quality and works perfectly.
2023-08-09,Noise Cancelling Headphones,Electronics,Google Reviews,Dhruv A.,5,Very satisfied with my purchase. Fast delivery too.
2023-08-09,Stainless Steel Water Bottle 1L,Home & Living,Google Reviews,Karan V.,4,Good value for money. Happy with it.
2023-08-09,Vitamin C Face Serum 30ml,Beauty,Google Reviews,Suresh B.,5,Very satisfied with my purchase. Fast delivery too.
2023-08-10,Cotton Round Neck T-Shirt,Fashion,Website,Arjun M.,5,Highly recommend to everyone. Brilliant!
2023-08-10,Non-Stick Frying Pan 26cm,Home & Living,Website,Suresh B.,5,Sturdy build quality and works perfectly.
2023-08-10,Casual Denim Jacket,Fashion,Flipkart,Karan V.,5,My family loves it. Great purchase.
2023-08-10,Wireless Bluetooth Earbuds,Electronics,Flipkart,Rahul K.,5,Perfect for my needs. Great quality.
2023-08-11,Collagen Face Sheet Mask Pack,Beauty,Google Reviews,Suresh B.,4,Great quality for the price. Highly recommend!
2023-08-11,Vitamin C Face Serum 30ml,Beauty,Website,Rohan D.,5,Absolutely love this product! Works exactly as described.
2023-08-12,Moisturising Sunscreen SPF50,Beauty,App Store,Suresh B.,5,Good value for money. Happy with it.
2023-08-12,Wireless Bluetooth Earbuds,Electronics,Website,Rahul K.,5,Excellent product. Will buy again.
2023-08-13,Cotton Round Neck T-Shirt,Fashion,Website,Sonal M.,3,Okay for the price. Could be better.
2023-08-13,USB-C Fast Charging Cable,Electronics,Amazon,Karan V.,3,Decent product. Does what it says.
2023-08-13,Smart LED Desk Lamp,Electronics,Flipkart,Meera J.,4,Sturdy build quality and works perfectly.
2023-08-13,Natural Aloe Vera Gel 200ml,Beauty,Amazon,Nisha L.,5,Great quality for the price. Highly recommend!
2023-08-14,Under Eye Cream Dark Circles,Beauty,App Store,Kavya N.,5,Perfect for my needs. Great quality.
2023-08-14,Scented Soy Wax Candle,Home & Living,App Store,Meera J.,2,Customer support was unhelpful.
2023-08-15,Casual Denim Jacket,Fashion,Amazon,Meera J.,1,Complete waste. Never buying again.
2023-08-16,Memory Foam Pillow,Home & Living,App Store,Pooja S.,3,Okay for the price. Could be better.
2023-08-16,Slim Fit Chino Pants,Fashion,Amazon,Nisha L.,1,Complete waste. Never buying again.
2023-08-16,Portable Phone Charger 20000mAh,Electronics,Amazon,Suresh B.,5,Works like a charm. Very pleased.
2023-08-16,Cotton Round Neck T-Shirt,Fashion,Amazon,Aditya R.,4,Very satisfied with my purchase. Fast delivery too.
2023-08-17,Casual Denim Jacket,Fashion,Flipkart,Deepa M.,5,Highly recommend to everyone. Brilliant!
2023-08-17,Collagen Face Sheet Mask Pack,Beauty,Amazon,Sneha P.,1,Customer support was unhelpful.
2023-08-17,Stainless Steel Water Bottle 1L,Home & Living,App Store,Kartik P.,5,Outstanding quality. Zero complaints.
2023-08-17,Laptop Stand Adjustable,Electronics,Google Reviews,Ravi C.,5,Great quality for the price. Highly recommend!
2023-08-18,Webcam HD 1080p,Electronics,Flipkart,Vikram T.,1,Poor quality. Not worth the price.
2023-08-18,Smart LED Desk Lamp,Electronics,Amazon,Arjun M.,3,Packaging was a bit damaged but product is fine.
2023-08-18,Under Eye Cream Dark Circles,Beauty,Flipkart,Sonal M.,4,Minor issues but overall a great buy.
2023-08-19,Casual Denim Jacket,Fashion,Flipkart,Vikram T.,1,Stopped working after a week. Very disappointed.
2023-08-19,Stainless Steel Water Bottle 1L,Home & Living,App Store,Meera J.,5,Absolutely love this product! Works exactly as described.
2023-08-19,Collagen Face Sheet Mask Pack,Beauty,Website,Ravi C.,4,Good value for money. Happy with it.
2023-08-19,Portable Phone Charger 20000mAh,Electronics,Amazon,Karan V.,3,Decent product. Does what it says.
2023-08-20,Smart LED Desk Lamp,Electronics,Website,Arjun M.,5,Exceeded my expectations. 5 stars!
2023-08-20,Mechanical Keyboard RGB,Electronics,App Store,Dhruv A.,5,Outstanding quality. Zero complaints.
2023-08-20,Sunglasses UV400 Polarized,Fashion,App Store,Rohan D.,2,Customer support was unhelpful.
2023-08-21,Webcam HD 1080p,Electronics,Google Reviews,Pooja S.,4,Great quality for the price. Highly recommend!
2023-08-21,Slim Fit Chino Pants,Fashion,Website,Ananya G.,4,Great quality for the price. Highly recommend!
2023-08-22,Stainless Steel Water Bottle 1L,Home & Living,Google Reviews,Rahul K.,5,Outstanding quality. Zero complaints.
2023-08-22,Slim Fit Chino Pants,Fashion,Amazon,Suresh B.,5,Highly recommend to everyone. Brilliant!
2023-08-23,Casual Denim Jacket,Fashion,Amazon,Vikram T.,5,Very satisfied with my purchase. Fast delivery too.
2023-08-23,Wireless Bluetooth Earbuds,Electronics,Website,Priya S.,5,Good value for money. Happy with it.
2023-08-23,Laptop Stand Adjustable,Electronics,App Store,Ravi C.,5,Very satisfied with my purchase. Fast delivery too.
2023-08-24,Noise Cancelling Headphones,Electronics,Google Reviews,Dhruv A.,4,"Packaging was nice, product works well."
2023-08-24,Stainless Steel Water Bottle 1L,Home & Living,Flipkart,Deepa M.,4,"Packaging was nice, product works well."
2023-08-24,Portable Phone Charger 20000mAh,Electronics,Google Reviews,Dhruv A.,5,Excellent product. Will buy again.
2023-08-24,Cotton Round Neck T-Shirt,Fashion,Website,Nisha L.,3,Decent product. Does what it says.
2023-08-24,Moisturising Sunscreen SPF50,Beauty,App Store,Rohan D.,5,Perfect for my needs. Great quality.
2023-08-24,Leather Wallet Slim,Fashion,Amazon,Kartik P.,3,Packaging was a bit damaged but product is fine.
2023-08-25,Cotton Round Neck T-Shirt,Fashion,App Store,Pooja S.,4,Great quality for the price. Highly recommend!
2023-08-25,Collagen Face Sheet Mask Pack,Beauty,Flipkart,Ananya G.,3,Packaging was a bit damaged but product is fine.
2023-08-25,Casual Denim Jacket,Fashion,App Store,Rahul K.,4,"Packaging was nice, product works well."
2023-08-26,Natural Aloe Vera Gel 200ml,Beauty,Amazon,Meera J.,5,My family loves it. Great purchase.
2023-08-26,Vitamin C Face Serum 30ml,Beauty,Google Reviews,Ananya G.,2,Expected better. Returned the product.
2023-08-27,Portable Phone Charger 20000mAh,Electronics,Flipkart,Tanya K.,5,Good value for money. Happy with it.
2023-08-27,Under Eye Cream Dark Circles,Beauty,Google Reviews,Arjun M.,4,Works like a charm. Very pleased.
2023-08-27,Slim Fit Chino Pants,Fashion,Flipkart,Tanya K.,3,Okay for the price. Could be better.
2023-08-27,Casual Denim Jacket,Fashion,Google Reviews,Sonal M.,4,"Packaging was nice, product works well."
2023-08-27,Non-Stick Frying Pan 26cm,Home & Living,Google Reviews,Rahul K.,5,Good value for money. Happy with it.
2023-08-28,Laptop Stand Adjustable,Electronics,Google Reviews,Suresh B.,1,Would not recommend. Waste of money.
2023-08-28,Mechanical Keyboard RGB,Electronics,Amazon,Aditya R.,4,Very satisfied with my purchase. Fast delivery too.
2023-08-29,Casual Denim Jacket,Fashion,Google Reviews,Tanya K.,5,Perfect for my needs. Great quality.
2023-08-29,Natural Aloe Vera Gel 200ml,Beauty,Amazon,Karan V.,4,Good value for money. Happy with it.
2023-08-30,Portable Phone Charger 20000mAh,Electronics,App Store,Pooja S.,3,Packaging was a bit damaged but product is fine.
2023-08-30,Wireless Bluetooth Earbuds,Electronics,Amazon,Vikram T.,4,Excellent product. Will buy again.
2023-08-30,Vitamin C Face Serum 30ml,Beauty,Google Reviews,Sonal M.,5,Exceeded my expectations. 5 stars!
2023-08-30,Laptop Stand Adjustable,Electronics,Amazon,Arjun M.,5,Works like a charm. Very pleased.
2023-09-01,Smart LED Desk Lamp,Electronics,Amazon,Rahul K.,4,Very satisfied with my purchase. Fast delivery too.
2023-09-01,Under Eye Cream Dark Circles,Beauty,Amazon,Sonal M.,5,Highly recommend to everyone. Brilliant!
2023-09-02,Noise Cancelling Headphones,Electronics,Flipkart,Ravi C.,4,Very satisfied with my purchase. Fast delivery too.
2023-09-02,Slim Fit Chino Pants,Fashion,App Store,Deepa M.,4,Great quality for the price. Highly recommend!
2023-09-03,Smart LED Desk Lamp,Electronics,Website,Kartik P.,5,Very satisfied with my purchase. Fast delivery too.
2023-09-03,Stainless Steel Water Bottle 1L,Home & Living,App Store,Priya S.,5,My family loves it. Great purchase.
2023-09-04,Laptop Stand Adjustable,Electronics,Flipkart,Sonal M.,5,Sturdy build quality and works perfectly.
2023-09-05,Moisturising Sunscreen SPF50,Beauty,Website,Arjun M.,4,Works like a charm. Very pleased.
2023-09-06,Laptop Stand Adjustable,Electronics,Website,Deepa M.,4,Works like a charm. Very pleased.
2023-09-06,Casual Denim Jacket,Fashion,Flipkart,Priya S.,4,Works like a charm. Very pleased.
2023-09-06,Slim Fit Chino Pants,Fashion,Amazon,Ananya G.,5,Perfect for my needs. Great quality.
2023-09-08,Wireless Bluetooth Earbuds,Electronics,Flipkart,Meera J.,5,Absolutely love this product! Works exactly as described.
2023-09-08,Smart LED Desk Lamp,Electronics,Amazon,Deepa M.,4,Great quality for the price. Highly recommend!
2023-09-08,Portable Phone Charger 20000mAh,Electronics,Website,Tanya K.,4,Very satisfied with my purchase. Fast delivery too.
2023-09-09,Portable Phone Charger 20000mAh,Electronics,Google Reviews,Meera J.,4,Minor issues but overall a great buy.
2023-09-09,Scented Soy Wax Candle,Home & Living,App Store,Kartik P.,5,Sturdy build quality and works perfectly.
2023-09-09,Vitamin C Face Serum 30ml,Beauty,Flipkart,Aditya R.,5,Exceeded my expectations. 5 stars!
2023-09-09,Wireless Bluetooth Earbuds,Electronics,Website,Rahul K.,4,Good value for money. Happy with it.
2023-09-09,Scented Soy Wax Candle,Home & Living,Amazon,Sneha P.,3,Decent product. Does what it says.
2023-09-10,Bamboo Cutting Board Set,Home & Living,Amazon,Nisha L.,5,Outstanding quality. Zero complaints.
2023-09-10,Leather Wallet Slim,Fashion,Flipkart,Rahul K.,3,"Not bad, but not great either."
2023-09-10,Stainless Steel Water Bottle 1L,Home & Living,App Store,Kartik P.,4,Very satisfied with my purchase. Fast delivery too.
2023-09-11,Webcam HD 1080p,Electronics,Flipkart,Nisha L.,4,Minor issues but overall a great buy.
2023-09-11,Mechanical Keyboard RGB,Electronics,Google Reviews,Priya S.,5,Excellent product. Will buy again.
2023-09-11,Moisturising Sunscreen SPF50,Beauty,Google Reviews,Deepa M.,4,"Packaging was nice, product works well."
2023-09-11,Moisturising Sunscreen SPF50,Beauty,Amazon,Meera J.,4,Sturdy build quality and works perfectly.
2023-09-13,Vitamin C Face Serum 30ml,Beauty,Amazon,Tanya K.,4,Sturdy build quality and works perfectly.
2023-09-13,Moisturising Sunscreen SPF50,Beauty,Amazon,Arjun M.,5,Good value for money. Happy with it.
2023-09-14,Leather Wallet Slim,Fashion,Amazon,Pooja S.,5,Highly recommend to everyone. Brilliant!
2023-09-14,Bamboo Cutting Board Set,Home & Living,Amazon,Rahul K.,4,"Packaging was nice, product works well."
2023-09-14,Collagen Face Sheet Mask Pack,Beauty,Website,Ravi C.,5,Excellent product. Will buy again.
2023-09-15,Running Sports Shoes,Fashion,Website,Meera J.,3,Works as expected. No complaints.
2023-09-15,Moisturising Sunscreen SPF50,Beauty,Amazon,Vikram T.,4,Excellent product. Will buy again.
2023-09-15,Casual Denim Jacket,Fashion,Google Reviews,Sneha P.,3,Packaging was a bit damaged but product is fine.
2023-09-15,Moisturising Sunscreen SPF50,Beauty,Google Reviews,Arjun M.,4,Good value for money. Happy with it.
2023-09-16,Webcam HD 1080p,Electronics,Flipkart,Nisha L.,5,Outstanding quality. Zero complaints.
2023-09-16,Non-Stick Frying Pan 26cm,Home & Living,Flipkart,Aditya R.,5,Highly recommend to everyone. Brilliant!
2023-09-16,Webcam HD 1080p,Electronics,Flipkart,Suresh B.,3,Packaging was a bit damaged but product is fine.
2023-09-17,Mechanical Keyboard RGB,Electronics,App Store,Vikram T.,3,"Not bad, but not great either."
2023-09-17,Collagen Face Sheet Mask Pack,Beauty,Google Reviews,Sneha P.,4,Sturdy build quality and works perfectly.
2023-09-17,Stainless Steel Water Bottle 1L,Home & Living,Flipkart,Priya S.,5,Good value for money. Happy with it.
2023-09-18,Wireless Bluetooth Earbuds,Electronics,Flipkart,Karan V.,3,Decent product. Does what it says.
2023-09-18,Under Eye Cream Dark Circles,Beauty,Google Reviews,Rohan D.,3,Works as expected. No complaints.
2023-09-18,Under Eye Cream Dark Circles,Beauty,Website,Sonal M.,1,Stopped working after a week. Very disappointed.
2023-09-18,Natural Aloe Vera Gel 200ml,Beauty,App Store,Meera J.,3,Decent product. Does what it says.
2023-09-19,Smart LED Desk Lamp,Electronics,Flipkart,Aditya R.,5,Very satisfied with my purchase. Fast delivery too.
2023-09-20,Memory Foam Pillow,Home & Living,Google Reviews,Kavya N.,4,Minor issues but overall a great buy.
2023-09-21,Wireless Bluetooth Earbuds,Electronics,Google Reviews,Rahul K.,5,My family loves it. Great purchase.
2023-09-21,Portable Phone Charger 20000mAh,Electronics,Website,Kartik P.,5,Great quality for the price. Highly recommend!
2023-09-22,Webcam HD 1080p,Electronics,Website,Kavya N.,5,Excellent product. Will buy again.
2023-09-22,Laptop Stand Adjustable,Electronics,App Store,Ananya G.,4,Works like a charm. Very pleased.
2023-09-23,USB-C Fast Charging Cable,Electronics,Google Reviews,Pooja S.,5,Absolutely love this product! Works exactly as described.
2023-09-24,Cotton Round Neck T-Shirt,Fashion,Flipkart,Vikram T.,4,"Packaging was nice, product works well."
2023-09-24,Webcam HD 1080p,Electronics,Amazon,Dhruv A.,5,Sturdy build quality and works perfectly.
2023-09-25,Noise Cancelling Headphones,Electronics,Flipkart,Ananya G.,1,Complete waste. Never buying again.
2023-09-25,Stainless Steel Water Bottle 1L,Home & Living,Amazon,Tanya K.,5,My family loves it. Great purchase.
2023-09-25,Natural Aloe Vera Gel 200ml,Beauty,Website,Ananya G.,4,Excellent product. Will buy again.
2023-09-25,Moisturising Sunscreen SPF50,Beauty,Amazon,Meera J.,5,My family loves it. Great purchase.
2023-09-26,Collagen Face Sheet Mask Pack,Beauty,Google Reviews,Rahul K.,4,Excellent product. Will buy again.
2023-09-26,Non-Stick Frying Pan 26cm,Home & Living,Flipkart,Suresh B.,4,"Packaging was nice, product works well."
2023-09-26,Running Sports Shoes,Fashion,Flipkart,Pooja S.,3,Works as expected. No complaints.
2023-09-27,Smart LED Desk Lamp,Electronics,Flipkart,Priya S.,5,Sturdy build quality and works perfectly.
2023-09-27,Cotton Round Neck T-Shirt,Fashion,Amazon,Sneha P.,3,Its okay. Will use it and see.
2023-09-28,Natural Aloe Vera Gel 200ml,Beauty,Website,Kartik P.,4,Very satisfied with my purchase. Fast delivery too.
2023-09-28,USB-C Fast Charging Cable,Electronics,Google Reviews,Deepa M.,4,"Packaging was nice, product works well."
2023-09-28,Laptop Stand Adjustable,Electronics,Google Reviews,Meera J.,5,Outstanding quality. Zero complaints.
2023-09-28,Mechanical Keyboard RGB,Electronics,Website,Ravi C.,4,Minor issues but overall a great buy.
2023-09-29,Mechanical Keyboard RGB,Electronics,Website,Aditya R.,4,Great quality for the price. Highly recommend!
2023-10-01,Noise Cancelling Headphones,Electronics,Flipkart,Deepa M.,3,Decent product. Does what it says.
2023-10-02,Under Eye Cream Dark Circles,Beauty,Google Reviews,Tanya K.,5,Good value for money. Happy with it.
2023-10-02,Sunglasses UV400 Polarized,Fashion,Website,Rohan D.,3,Its okay. Will use it and see.
2023-10-02,Under Eye Cream Dark Circles,Beauty,Google Reviews,Pooja S.,5,Great quality for the price. Highly recommend!
2023-10-03,Stainless Steel Water Bottle 1L,Home & Living,Google Reviews,Pooja S.,4,Sturdy build quality and works perfectly.
2023-10-04,Webcam HD 1080p,Electronics,Amazon,Aditya R.,5,Highly recommend to everyone. Brilliant!
2023-10-04,Moisturising Sunscreen SPF50,Beauty,App Store,Deepa M.,5,Works like a charm. Very pleased.
2023-10-04,Laptop Stand Adjustable,Electronics,App Store,Ananya G.,4,Very satisfied with my purchase. Fast delivery too.
2023-10-05,Natural Aloe Vera Gel 200ml,Beauty,Amazon,Ananya G.,4,"Packaging was nice, product works well."
2023-10-05,Smart LED Desk Lamp,Electronics,Amazon,Kavya N.,4,Good value for money. Happy with it.
2023-10-05,Leather Wallet Slim,Fashion,Flipkart,Priya S.,2,Customer support was unhelpful.
2023-10-06,Sunglasses UV400 Polarized,Fashion,Website,Rohan D.,3,Average quality. Nothing special.
2023-10-06,Webcam HD 1080p,Electronics,Website,Nisha L.,5,Absolutely love this product! Works exactly as described.
2023-10-07,Noise Cancelling Headphones,Electronics,App Store,Rahul K.,3,Decent product. Does what it says.
2023-10-07,Noise Cancelling Headphones,Electronics,Amazon,Sonal M.,5,Good value for money. Happy with it.
2023-10-08,Smart LED Desk Lamp,Electronics,Amazon,Arjun M.,5,Very satisfied with my purchase. Fast delivery too.
2023-10-09,Stainless Steel Water Bottle 1L,Home & Living,Flipkart,Pooja S.,4,Minor issues but overall a great buy.
2023-10-09,Casual Denim Jacket,Fashion,App Store,Rahul K.,5,Absolutely love this product! Works exactly as described.
2023-10-09,Noise Cancelling Headphones,Electronics,App Store,Pooja S.,5,Good value for money. Happy with it.
2023-10-10,Cotton Round Neck T-Shirt,Fashion,Website,Kavya N.,5,Good value for money. Happy with it.
2023-10-10,Smart LED Desk Lamp,Electronics,App Store,Priya S.,5,Very satisfied with my purchase. Fast delivery too.
2023-10-11,Running Sports Shoes,Fashion,Website,Arjun M.,5,My family loves it. Great purchase.
2023-10-11,Stainless Steel Water Bottle 1L,Home & Living,App Store,Sonal M.,4,Good value for money. Happy with it.
2023-10-11,Vitamin C Face Serum 30ml,Beauty,Flipkart,Suresh B.,4,Very satisfied with my purchase. Fast delivery too.
2023-10-12,Running Sports Shoes,Fashion,App Store,Sonal M.,5,Absolutely love this product! Works exactly as described.
2023-10-12,Cotton Round Neck T-Shirt,Fashion,Google Reviews,Priya S.,4,Excellent product. Will buy again.
2023-10-12,Laptop Stand Adjustable,Electronics,Flipkart,Arjun M.,4,Works like a charm. Very pleased.
2023-10-12,Portable Phone Charger 20000mAh,Electronics,Google Reviews,Rahul K.,5,Exceeded my expectations. 5 stars!
2023-10-12,Stainless Steel Water Bottle 1L,Home & Living,Website,Sneha P.,5,My family loves it. Great purchase.
2023-10-14,USB-C Fast Charging Cable,Electronics,Google Reviews,Karan V.,1,Broke after first use. Very fragile.
2023-10-15,Natural Aloe Vera Gel 200ml,Beauty,Website,Sonal M.,4,Good value for money. Happy with it.
2023-10-15,Moisturising Sunscreen SPF50,Beauty,Flipkart,Sneha P.,5,Absolutely love this product! Works exactly as described.
2023-10-16,Bamboo Cutting Board Set,Home & Living,Amazon,Deepa M.,4,Excellent product. Will buy again.
2023-10-16,Cotton Round Neck T-Shirt,Fashion,Website,Rahul K.,4,Good value for money. Happy with it.
2023-10-16,Bamboo Cutting Board Set,Home & Living,Website,Ravi C.,4,Very satisfied with my purchase. Fast delivery too.
2023-10-17,Under Eye Cream Dark Circles,Beauty,App Store,Aditya R.,4,Works like a charm. Very pleased.
2023-10-17,Noise Cancelling Headphones,Electronics,Google Reviews,Rahul K.,4,Excellent product. Will buy again.
2023-10-17,Collagen Face Sheet Mask Pack,Beauty,Website,Nisha L.,1,Broke after first use. Very fragile.
2023-10-17,Collagen Face Sheet Mask Pack,Beauty,Flipkart,Kavya N.,4,Sturdy build quality and works perfectly.
2023-10-17,Sunglasses UV400 Polarized,Fashion,Flipkart,Rohan D.,5,Absolutely love this product! Works exactly as described.
2023-10-17,Sunglasses UV400 Polarized,Fashion,Amazon,Kartik P.,4,Excellent product. Will buy again.
2023-10-17,Leather Wallet Slim,Fashion,Website,Suresh B.,4,Minor issues but overall a great buy.
2023-10-18,USB-C Fast Charging Cable,Electronics,Flipkart,Deepa M.,4,Works like a charm. Very pleased.
2023-10-18,Scented Soy Wax Candle,Home & Living,Amazon,Nisha L.,5,Very satisfied with my purchase. Fast delivery too.
2023-10-19,Casual Denim Jacket,Fashion,Flipkart,Meera J.,5,Good value for money. Happy with it.
2023-10-19,Smart LED Desk Lamp,Electronics,Google Reviews,Dhruv A.,2,Would not recommend. Waste of money.
2023-10-20,Slim Fit Chino Pants,Fashion,Flipkart,Karan V.,4,Sturdy build quality and works perfectly.
2023-10-21,Mechanical Keyboard RGB,Electronics,Website,Nisha L.,5,Sturdy build quality and works perfectly.
2023-10-21,Casual Denim Jacket,Fashion,App Store,Sonal M.,5,Works like a charm. Very pleased.
2023-10-22,Smart LED Desk Lamp,Electronics,Flipkart,Suresh B.,5,Exceeded my expectations. 5 stars!
2023-10-22,Under Eye Cream Dark Circles,Beauty,App Store,Ravi C.,4,Very satisfied with my purchase. Fast delivery too.
2023-10-22,Running Sports Shoes,Fashion,Amazon,Pooja S.,5,Good value for money. Happy with it.
2023-10-23,Vitamin C Face Serum 30ml,Beauty,Google Reviews,Nisha L.,5,My family loves it. Great purchase.
2023-10-23,Natural Aloe Vera Gel 200ml,Beauty,Amazon,Kavya N.,5,Great quality for the price. Highly recommend!
2023-10-25,Natural Aloe Vera Gel 200ml,Beauty,Website,Rahul K.,5,My family loves it. Great purchase.
2023-10-25,Natural Aloe Vera Gel 200ml,Beauty,Flipkart,Sonal M.,5,Highly recommend to everyone. Brilliant!
2023-10-27,Mechanical Keyboard RGB,Electronics,Flipkart,Deepa M.,5,Works like a charm. Very pleased.
2023-10-27,Webcam HD 1080p,Electronics,Google Reviews,Arjun M.,1,Broke after first use. Very fragile.
2023-10-27,Vitamin C Face Serum 30ml,Beauty,Google Reviews,Sneha P.,5,Works like a charm. Very pleased.
2023-10-27,Collagen Face Sheet Mask Pack,Beauty,App Store,Rohan D.,5,Perfect for my needs. Great quality.
2023-10-27,Natural Aloe Vera Gel 200ml,Beauty,Flipkart,Nisha L.,5,Highly recommend to everyone. Brilliant!
2023-10-28,Moisturising Sunscreen SPF50,Beauty,App Store,Vikram T.,5,Very satisfied with my purchase. Fast delivery too.
2023-10-28,Memory Foam Pillow,Home & Living,Google Reviews,Deepa M.,5,Outstanding quality. Zero complaints.
2023-10-28,USB-C Fast Charging Cable,Electronics,Google Reviews,Sneha P.,3,"Not bad, but not great either."
2023-10-28,Under Eye Cream Dark Circles,Beauty,Google Reviews,Sneha P.,5,Highly recommend to everyone. Brilliant!
2023-10-29,Noise Cancelling Headphones,Electronics,Flipkart,Rahul K.,5,Works like a charm. Very pleased.
2023-10-29,Smart LED Desk Lamp,Electronics,Flipkart,Dhruv A.,4,"Packaging was nice, product works well."
2023-10-30,Bamboo Cutting Board Set,Home & Living,Flipkart,Meera J.,5,My family loves it. Great purchase.
2023-10-30,Sunglasses UV400 Polarized,Fashion,Google Reviews,Kartik P.,5,Perfect for my needs. Great quality.
2023-10-30,Smart LED Desk Lamp,Electronics,Website,Suresh B.,5,Highly recommend to everyone. Brilliant!
2023-10-30,Slim Fit Chino Pants,Fashion,Google Reviews,Kavya N.,5,Sturdy build quality and works perfectly.
2023-10-30,Laptop Stand Adjustable,Electronics,Google Reviews,Ananya G.,3,Average quality. Nothing special.
