date,product_name,category,quantity_on_hand,reorder_point
2025-03-31,HP 65W Laptop Power Adapter,Office & Computing,5,15
2025-03-31,JBL Flip 6 Bluetooth Speaker,Electronics,5,18
2025-03-31,Kuber Industries Storage Box,Home & Living,29,45
2025-03-31,Lakme Absolute Foundation,Beauty,30,45
2025-03-31,Levi's 511 Slim Fit Jeans,Fashion,5,25
2025-03-31,Logitech MX Keys Keyboard,Electronics,5,15
2025-03-31,Mamaearth Vitamin C Face Wash,Beauty,30,70
2025-03-31,Mi 10000mAh Power Bank,Electronics,5,35
2025-03-31,Milton Thermosteel Flask 1L,Home & Living,5,35
2025-03-31,Minimalist 10% Niacinamide Serum,Beauty,74,60
2025-03-31,Pigeon Aluminium Non-Stick Pan,Home & Living,5,25
2025-03-31,Plum Green Tea Toner 200ml,Beauty,5,60
2025-03-31,Portronics Table Lamp LED,Office & Computing,21,20
2025-03-31,Prestige Induction Cooktop 1200W,Home & Living,5,15
2025-03-31,Puma Classic Track Pants,Fashion,28,30
2025-03-31,Royalford Bamboo Chopping Board,Home & Living,5,30
2025-03-31,Samsung Galaxy Buds3 Pro,Electronics,5,20
2025-03-31,Sony WH-1000XM5 Headphones,Electronics,5,10
2025-03-31,Story@Home Blackout Curtains,Home & Living,5,20
2025-03-31,Syska USB Hub 4-Port,Office & Computing,28,40
2025-03-31,Woodland Casual Sneakers,Fashion,8,20
2025-03-31,Wow Skin Science Hair Oil,Beauty,20,55
2025-03-31,Zebronics ZEB-Crystal Pro Webcam,Electronics,18,25
2025-03-31,boAt Airdopes 141 TWS Earbuds,Electronics,27,30
2025-04-30,Allen Solly Polo T-Shirt,Fashion,5,40
2025-04-30,AmazonBasics Adjustable Laptop Stand,Office & Computing,5,20
2025-04-30,Anker 65W GaN Fast Charger,Electronics,17,40
2025-04-30,Biotique Bio Morning Nector SPF,Beauty,49,80
2025-04-30,FabIndia Cotton Kurta,Fashion,5,25
2025-04-30,H&M Relaxed Fit Shirt,Fashion,25,50
2025-04-30,HP 65W Laptop Power Adapter,Office & Computing,24,15
2025-04-30,JBL Flip 6 Bluetooth Speaker,Electronics,5,18
2025-04-30,Kuber Industries Storage Box,Home & Living,46,45
2025-04-30,Lakme Absolute Foundation,Beauty,28,45
2025-04-30,Levi's 511 Slim Fit Jeans,Fashion,13,25
2025-04-30,Logitech MX Keys Keyboard,Electronics,5,15
2025-04-30,Mamaearth Vitamin C Face Wash,Beauty,63,70
2025-04-30,Mi 10000mAh Power Bank,Electronics,23,35
2025-04-30,Milton Thermosteel Flask 1L,Home & Living,17,35
2025-04-30,Minimalist 10% Niacinamide Serum,Beauty,62,60
2025-04-30,Pigeon Aluminium Non-Stick Pan,Home & Living,18,25
2025-04-30,Plum Green Tea Toner 200ml,Beauty,42,60
2025-04-30,Portronics Table Lamp LED,Office & Computing,5,20
2025-04-30,Prestige Induction Cooktop 1200W,Home & Living,24,15
2025-04-30,Puma Classic Track Pants,Fashion,9,30
2025-04-30,Royalford Bamboo Chopping Board,Home & Living,32,30
2025-04-30,Samsung Galaxy Buds3 Pro,Electronics,15,20
2025-04-30,Sony WH-1000XM5 Headphones,Electronics,5,10
2025-04-30,Story@Home Blackout Curtains,Home & Living,5,20
2025-04-30,Syska USB Hub 4-Port,Office & Computing,24,40
2025-04-30,Woodland Casual Sneakers,Fashion,16,20
2025-04-30,Wow Skin Science Hair Oil,Beauty,19,55
2025-04-30,Zebronics ZEB-Crystal Pro Webcam,Electronics,5,25
2025-04-30,boAt Airdopes 141 TWS Earbuds,Electronics,5,30
2025-05-31,Allen Solly Polo T-Shirt,Fashion,5,40
2025-05-31,AmazonBasics Adjustable Laptop Stand,Office & Computing,5,20
2025-05-31,Anker 65W GaN Fast Charger,Electronics,29,40
2025-05-31,Biotique Bio Morning Nector SPF,Beauty,48,80
2025-05-31,FabIndia Cotton Kurta,Fashion,26,25
2025-05-31,H&M Relaxed Fit Shirt,Fashion,43,50
2025-05-31,HP 65W Laptop Power Adapter,Office & Computing,38,15
2025-05-31,JBL Flip 6 Bluetooth Speaker,Electronics,5,18
2025-05-31,Kuber Industries Storage Box,Home & Living,41,45
2025-05-31,Lakme Absolute Foundation,Beauty,5,45
2025-05-31,Levi's 511 Slim Fit Jeans,Fashion,5,25
2025-05-31,Logitech MX Keys Keyboard,Electronics,5,15
2025-05-31,Mamaearth Vitamin C Face Wash,Beauty,66,70
2025-05-31,Mi 10000mAh Power Bank,Electronics,11,35
2025-05-31,Milton Thermosteel Flask 1L,Home & Living,5,35
2025-05-31,Minimalist 10% Niacinamide Serum,Beauty,57,60
2025-05-31,Pigeon Aluminium Non-Stick Pan,Home & Living,17,25
2025-05-31,Plum Green Tea Toner 200ml,Beauty,12,60
2025-05-31,Portronics Table Lamp LED,Office & Computing,5,20
2025-05-31,Prestige Induction Cooktop 1200W,Home & Living,12,15
2025-05-31,Puma Classic Track Pants,Fashion,15,30
2025-05-31,Royalford Bamboo Chopping Board,Home & Living,5,30
2025-05-31,Samsung Galaxy Buds3 Pro,Electronics,5,20
2025-05-31,Sony WH-1000XM5 Headphones,Electronics,6,10
2025-05-31,Story@Home Blackout Curtains,Home & Living,5,20
2025-05-31,Syska USB Hub 4-Port,Office & Computing,5,40
2025-05-31,Woodland Casual Sneakers,Fashion,5,20
2025-05-31,Wow Skin Science Hair Oil,Beauty,34,55
2025-05-31,Zebronics ZEB-Crystal Pro Webcam,Electronics,5,25
2025-05-31,boAt Airdopes 141 TWS Earbuds,Electronics,5,30
2025-06-30,Allen Solly Polo T-Shirt,Fashion,44,40
2025-06-30,AmazonBasics Adjustable Laptop Stand,Office & Computing,16,20
2025-06-30,Anker 65W GaN Fast Charger,Electronics,23,40
2025-06-30,Biotique Bio Morning Nector SPF,Beauty,55,80
2025-06-30,FabIndia Cotton Kurta,Fashion,20,25
2025-06-30,H&M Relaxed Fit Shirt,Fashion,29,50
2025-06-30,HP 65W Laptop Power Adapter,Office & Computing,5,15
2025-06-30,JBL Flip 6 Bluetooth Speaker,Electronics,5,18
2025-06-30,Kuber Industries Storage Box,Home & Living,45,45
2025-06-30,Lakme Absolute Foundation,Beauty,23,45
2025-06-30,Levi's 511 Slim Fit Jeans,Fashion,5,25
2025-06-30,Logitech MX Keys Keyboard,Electronics,12,15
2025-06-30,Mamaearth Vitamin C Face Wash,Beauty,34,70
2025-06-30,Mi 10000mAh Power Bank,Electronics,5,35
2025-06-30,Milton Thermosteel Flask 1L,Home & Living,10,35
2025-06-30,Minimalist 10% Niacinamide Serum,Beauty,15,60
2025-06-30,Pigeon Aluminium Non-Stick Pan,Home & Living,5,25
2025-06-30,Plum Green Tea Toner 200ml,Beauty,14,60
2025-06-30,Portronics Table Lamp LED,Office & Computing,13,20
2025-06-30,Prestige Induction Cooktop 1200W,Home & Living,5,15
2025-06-30,Puma Classic Track Pants,Fashion,30,30
2025-06-30,Royalford Bamboo Chopping Board,Home & Living,12,30
2025-06-30,Samsung Galaxy Buds3 Pro,Electronics,5,20
2025-06-30,Sony WH-1000XM5 Headphones,Electronics,5,10
2025-06-30,Story@Home Blackout Curtains,Home & Living,5,20
2025-06-30,Syska USB Hub 4-Port,Office & Computing,5,40
2025-06-30,Woodland Casual Sneakers,Fashion,5,20
2025-06-30,Wow Skin Science Hair Oil,Beauty,57,55
2025-06-30,Zebronics ZEB-Crystal Pro Webcam,Electronics,5,25
2025-06-30,boAt Airdopes 141 TWS Earbuds,Electronics,5,30
